qwen3-8b_p01_t1,2026-07-03_22-45-16,qwen3:8b,p01,simple,initial,1,0,0.2,96206,0,1,0,"{""other"": 1}",8.00392280000051,67,296,False,./html/batch/qwen3-8b_p01_t1_2026-07-03_22-45-16.html,./validation/batch/qwen3-8b_p01_t1_2026-07-03_22-45-16.json
qwen3-8b_p01_t1,2026-07-03_22-45-16,qwen3:8b,p01,simple,feedback,1,1,0.2,96206,0,0,0,{},2.8826542000006157,215,231,False,./html/batch/reprompt/qwen3-8b_p01_t1_feedback_2026-07-03_22-45-16_iter1.html,./validation/batch/reprompt/qwen3-8b_p01_t1_feedback_2026-07-03_22-45-16_iter1.json
qwen3-8b_p01_t1,2026-07-03_22-45-16,qwen3:8b,p01,simple,blind,1,1,0.2,96206,0,1,0,"{""other"": 1}",5.729886099999931,179,468,False,./html/batch/reprompt/qwen3-8b_p01_t1_blind_2026-07-03_22-45-16_iter1.html,./validation/batch/reprompt/qwen3-8b_p01_t1_blind_2026-07-03_22-45-16_iter1.json
qwen3-8b_p01_t1,2026-07-03_22-45-16,qwen3:8b,p01,simple,blind,1,2,0.2,96206,0,1,0,"{""other"": 1}",5.945399399999587,179,487,False,./html/batch/reprompt/qwen3-8b_p01_t1_blind_2026-07-03_22-45-16_iter2.html,./validation/batch/reprompt/qwen3-8b_p01_t1_blind_2026-07-03_22-45-16_iter2.json
qwen3-8b_p01_t1,2026-07-03_22-45-16,qwen3:8b,p01,simple,blind,1,3,0.2,96206,0,1,0,"{""other"": 1}",5.937741000001552,179,487,False,./html/batch/reprompt/qwen3-8b_p01_t1_blind_2026-07-03_22-45-16_iter3.html,./validation/batch/reprompt/qwen3-8b_p01_t1_blind_2026-07-03_22-45-16_iter3.json
qwen3-8b_p01_t2,2026-07-03_22-45-45,qwen3:8b,p01,simple,initial,2,0,0.2,96059,0,0,0,{},3.765208299999358,67,308,False,./html/batch/qwen3-8b_p01_t2_2026-07-03_22-45-45.html,./validation/batch/qwen3-8b_p01_t2_2026-07-03_22-45-45.json
qwen3-8b_p01_t3,2026-07-03_22-45-48,qwen3:8b,p01,simple,initial,3,0,0.2,81598,0,1,0,"{""other"": 1}",6.613077599999087,67,544,False,./html/batch/qwen3-8b_p01_t3_2026-07-03_22-45-48.html,./validation/batch/qwen3-8b_p01_t3_2026-07-03_22-45-48.json
qwen3-8b_p01_t3,2026-07-03_22-45-48,qwen3:8b,p01,simple,feedback,3,1,0.2,81598,0,0,0,{},6.123057099999642,319,497,False,./html/batch/reprompt/qwen3-8b_p01_t3_feedback_2026-07-03_22-45-48_iter1.html,./validation/batch/reprompt/qwen3-8b_p01_t3_feedback_2026-07-03_22-45-48_iter1.json
qwen3-8b_p01_t3,2026-07-03_22-45-48,qwen3:8b,p01,simple,blind,3,1,0.2,81598,0,1,0,"{""other"": 1}",7.37593840000045,283,603,False,./html/batch/reprompt/qwen3-8b_p01_t3_blind_2026-07-03_22-45-48_iter1.html,./validation/batch/reprompt/qwen3-8b_p01_t3_blind_2026-07-03_22-45-48_iter1.json
qwen3-8b_p01_t3,2026-07-03_22-45-48,qwen3:8b,p01,simple,blind,3,2,0.2,81598,0,1,0,"{""other"": 1}",6.855519200000344,283,561,False,./html/batch/reprompt/qwen3-8b_p01_t3_blind_2026-07-03_22-45-48_iter2.html,./validation/batch/reprompt/qwen3-8b_p01_t3_blind_2026-07-03_22-45-48_iter2.json
qwen3-8b_p01_t3,2026-07-03_22-45-48,qwen3:8b,p01,simple,blind,3,3,0.2,81598,0,1,0,"{""other"": 1}",6.860357800000202,283,561,False,./html/batch/reprompt/qwen3-8b_p01_t3_blind_2026-07-03_22-45-48_iter3.html,./validation/batch/reprompt/qwen3-8b_p01_t3_blind_2026-07-03_22-45-48_iter3.json
qwen3-8b_p02_t1,2026-07-03_22-46-22,qwen3:8b,p02,simple,initial,1,0,0.2,78406,0,1,0,"{""other"": 1}",7.9583880999998655,73,654,False,./html/batch/qwen3-8b_p02_t1_2026-07-03_22-46-22.html,./validation/batch/qwen3-8b_p02_t1_2026-07-03_22-46-22.json
qwen3-8b_p02_t1,2026-07-03_22-46-22,qwen3:8b,p02,simple,feedback,1,1,0.2,78406,0,0,0,{},6.906380000000354,404,558,False,./html/batch/reprompt/qwen3-8b_p02_t1_feedback_2026-07-03_22-46-22_iter1.html,./validation/batch/reprompt/qwen3-8b_p02_t1_feedback_2026-07-03_22-46-22_iter1.json
qwen3-8b_p02_t1,2026-07-03_22-46-22,qwen3:8b,p02,simple,blind,1,1,0.2,78406,0,1,0,"{""other"": 1}",10.03104919999896,368,817,False,./html/batch/reprompt/qwen3-8b_p02_t1_blind_2026-07-03_22-46-22_iter1.html,./validation/batch/reprompt/qwen3-8b_p02_t1_blind_2026-07-03_22-46-22_iter1.json
